name,state,state_code,type,degree_length,cost_type,in_state,AY2017,AY2016,AY2015,AY2014,AY2013,AY2012,AY2011,AY2010,AY2009
Abilene Christian University,Texas,TX,Private,4 Year,total,in,48300,45980,44740,43100,41800,39900,38250,35300,32300
Abilene Christian University,Texas,TX,Private,4 Year,total,out,48300,45980,44740,43100,41800,39900,38250,35300,32300
Abilene Christian University,Texas,TX,Private,4 Year,tuition,in,33330,32070,30830,29450,28350,26770,25270,22760,20290
Abraham Baldwin Agricultural College,Georgia,GA,Public,2 Year,total,in,15121,15025,14853,17934,17503,16550,12347,13137,12713
Abraham Baldwin Agricultural College,Georgia,GA,Public,2 Year,total,out,21859,21632,21460,24379,25171,22684,18385,19137,18689
Abraham Baldwin Agricultural College,Georgia,GA,Public,2 Year,tuition,in,3503,3453,3453,3394,3848,3279,3172,2962,2718
Academy of Art University,California,CA,For Profit,4 Year,total,in,42250,41234,40204,38806,37828,36884,36202,36050,36130
Academy of Art University,California,CA,For Profit,4 Year,total,out,42250,41234,40204,38806,37828,36884,36202,36050,36130
Academy of Art University,California,CA,For Profit,4 Year,tuition,in,21252,21252,20340,19740,19130,18650,18050,18050,18050
Adams State University,Colorado,CO,Public,4 Year,total,in,22895,22266,21726,20564,19691,18410,17237,17006,15989
Adams State University,Colorado,CO,Public,4 Year,total,out,33911,33282,32238,31364,30323,29378,27485,26966,25133
Adams State University,Colorado,CO,Public,4 Year,tuition,in,9440,9153,8574,8014,7449,6448,5627,4971,4454
Adelphi University,New York,NY,Private,4 Year,total,in,56358,53688,51708,49940,47110,45200,43860,42200,40030
Adelphi University,New York,NY,Private,4 Year,total,out,56358,53688,51708,49940,47110,45200,43860,42200,40030
Adelphi University,New York,NY,Private,4 Year,tuition,in,37170,35740,34034,32340,30800,29320,28460,27900,26230
Adrian College,Michigan,MI,Private,4 Year,total,in,52074,50706,48906,45072,42740,40499,38283,36122,34242
Adrian College,Michigan,MI,Private,4 Year,total,out,52074,50706,48906,45072,42740,40499,38283,36122,34242
Adrian College,Michigan,MI,Private,4 Year,tuition,in,36010,34890,33610,32660,30758,29156,27440,25900,24440
Adventist University of Health Sciences,Florida,FL,Private,4 Year,total,in,27476,26556,25944,25344,24584,23274,22524,21914,21528
Adventist University of Health Sciences,Florida,FL,Private,4 Year,total,out,27476,26556,25944,25344,24584,23274,22524,21914,21528
Adventist University of Health Sciences,Florida,FL,Private,4 Year,tuition,in,14400,13480,13030,12430,11830,10780,10030,9580,9280
Agnes Scott College,Georgia,GA,Private,4 Year,total,in,54065,51992,50386,48832,47323,45691,44345,43133,41955
Agnes Scott College,Georgia,GA,Private,4 Year,total,out,54065,51992,50386,48832,47323,45691,44345,43133,41955
Agnes Scott College,Georgia,GA,Private,4 Year,tuition,in,39960,38472,37236,35982,34788,33461,32195,31283,30105
Alabama State University,Alabama,AL,Public,4 Year,total,in,21482,19634,19137,18286,18286,16681,17592,15908,15212
Alabama State University,Alabama,AL,Public,4 Year,total,out,29810,26570,26070,25222,25222,22993,23904,22220,20828
Alabama State University,Alabama,AL,Public,4 Year,tuition,in,11068,9220,8723,8720,8720,7932,8082,7164,6468
Alaska Pacific University,Alaska,AK,Private,4 Year,total,in,34210,33690,31010,31210,43180,43180,40460,39750,37710
Alaska Pacific University,Alaska,AK,Private,4 Year,total,out,34210,33690,31010,31210,43180,43180,40460,39750,37710
Alaska Pacific University,Alaska,AK,Private,4 Year,tuition,in,20760,20310,19610,19610,29810,29810,27110,26360,24410
Albany College of Pharmacy and Health Sciences,New York,NY,Private,4 Year,total,in,48019,46279,45089,44046,42800,41311,39868,39596,36564
Albany College of Pharmacy and Health Sciences,New York,NY,Private,4 Year,total,out,48019,46279,45089,44046,42800,41311,39868,39596,36564
Albany College of Pharmacy and Health Sciences,New York,NY,Private,4 Year,tuition,in,33621,31981,31081,30131,28900,27595,26380,25120,23860
Albany State University,Georgia,GA,Public,4 Year,total,in,19069,17398,19488,19044,19590,19190,18842,16142,14736
Albany State University,Georgia,GA,Public,4 Year,total,out,29530,27646,29736,29048,31792,31094,30456,25430,24028
Albany State University,Georgia,GA,Public,4 Year,tuition,in,5675,5490,5490,5192,6024,5912,5802,4592,4060
Albertus Magnus College,Connecticut,CT,Private,4 Year,total,in,51350,51530,50072,48650,47302,46528,43648,41100,39124
Albertus Magnus College,Connecticut,CT,Private,4 Year,total,out,51350,51530,50072,48650,47302,46528,43648,41100,39124
Albertus Magnus College,Connecticut,CT,Private,4 Year,tuition,in,31140,30526,29650,28930,28378,28358,26294,24374,23126
Albion College,Michigan,MI,Private,4 Year,total,in,56750,54150,52085,49685,48195,45884,43922,41528,40016
Albion College,Michigan,MI,Private,4 Year,total,out,56750,54150,52085,49685,48195,45884,43922,41528,40016
Albion College,Michigan,MI,Private,4 Year,tuition,in,43050,41040,39313,37485,36051,34194,32662,31186,30006
Albright College,Pennsylvania,PA,Private,4 Year,total,in,58320,55992,53880,51880,49160,47390,45690,44098,42870
Albright College,Pennsylvania,PA,Private,4 Year,total,out,58320,55992,53880,51880,49160,47390,45690,44098,42870
Albright College,Pennsylvania,PA,Private,4 Year,tuition,in,43454,41544,39850,38220,36660,35320,33990,32740,31600
Alcorn State University,Mississippi,MS,Public,4 Year,total,in,23413,22644,22036,21392,20984,20139,19189,16778,16172
Alcorn State University,Mississippi,MS,Public,4 Year,total,out,23413,22644,22036,21392,20984,20139,19189,23869,22738
Alcorn State University,Mississippi,MS,Public,4 Year,tuition,in,6888,6546,6386,6200,6108,5712,5247,4858,4498
Alfred University,New York,NY,Private,4 Year,total,in,43686,42524,41421,40866,39948,42092,41082,39890,38870
Alfred University,New York,NY,Private,4 Year,total,out,43686,42524,41421,40866,39948,42092,41082,39890,38870
Alfred University,New York,NY,Private,4 Year,tuition,in,28114,27078,26261,26026,25430,27794,26884,25976,25246
Allegany College of Maryland,Maryland,MD,Public,2 Year,total,in,23144,22738,21046,20668,20274,19510,18093,17967,18163
Allegany College of Maryland,Maryland,MD,Public,2 Year,total,out,24524,24088,22336,21898,21474,20680,19233,19107,19273
Allegany College of Maryland,Maryland,MD,Public,2 Year,tuition,in,7240,6990,6660,6420,6240,6118,5906,5906,5714
Allegheny College,Pennsylvania,PA,Private,4 Year,total,in,61120,58920,56710,53980,52020,50150,48350,46400,44800
Allegheny College,Pennsylvania,PA,Private,4 Year,total,out,61120,58920,56710,53980,52020,50150,48350,46400,44800
Allegheny College,Pennsylvania,PA,Private,4 Year,tuition,in,45970,44250,42470,40660,39100,37610,36190,34810,33560
Allegheny Wesleyan College,Ohio,OH,Private,4 Year,total,in,12412,12412,12412,12212,12212,12212,11357,11357,11387
Allegheny Wesleyan College,Ohio,OH,Private,4 Year,total,out,12412,12412,12412,12212,12212,12212,11357,11357,11387
Allegheny Wesleyan College,Ohio,OH,Private,4 Year,tuition,in,5000,5000,5000,4800,4800,4800,4440,4440,4440
Allen County Community College,Kansas,KS,Public,2 Year,total,in,12634,11780,16490,11134,11154,11096,11340,10940,10426
Allen County Community College,Kansas,KS,Public,2 Year,total,out,12634,11780,16490,11134,11154,11096,11340,10940,10426
Allen County Community College,Kansas,KS,Public,2 Year,tuition,in,3584,2850,2910,2784,2304,2176,2080,2080,2016
Allen University,South Carolina,SC,Private,4 Year,total,in,23120,22800,22800,22800,20300,21500,21300,19777,20978
Allen University,South Carolina,SC,Private,4 Year,total,out,23120,22800,22800,22800,20300,21500,21300,19777,20978
Allen University,South Carolina,SC,Private,4 Year,tuition,in,13140,13140,13140,13140,11940,12140,11940,10884,11285
Alma College,Michigan,MI,Private,4 Year,total,in,52475,50613,48268,46350,44287,42312,40392,38602,36846
Alma College,Michigan,MI,Private,4 Year,total,out,52475,50613,48268,46350,44287,42312,40392,38602,36846
Alma College,Michigan,MI,Private,4 Year,tuition,in,38768,37310,35428,34220,32660,30960,29230,27580,26068
Alvernia University,Pennsylvania,PA,Private,4 Year,total,in,49330,47510,45920,44530,43250,42030,39982,38648,37147
Alvernia University,Pennsylvania,PA,Private,4 Year,total,out,49330,47510,45920,44530,43250,42030,39982,38648,37147
Alvernia University,Pennsylvania,PA,Private,4 Year,tuition,in,33640,32270,31100,30080,29060,27950,26630,25680,24350
Alverno College,Wisconsin,WI,Private,4 Year,total,in,40418,38551,37029,36154,34889,33316,32167,30950,29570
Alverno College,Wisconsin,WI,Private,4 Year,total,out,40418,38551,37029,36154,34889,33316,32167,30950,29570
Alverno College,Wisconsin,WI,Private,4 Year,tuition,in,28277,26932,25660,24434,23231,22126,21069,20060,19074
American Baptist College,Tennessee,TN,Private,4 Year,total,in,24644,24644,20814,19950,19545,16803,16287,12294,13350
American Baptist College,Tennessee,TN,Private,4 Year,total,out,24644,24644,20814,19950,19545,16803,16287,12294,13350
American Baptist College,Tennessee,TN,Private,4 Year,tuition,in,10074,10074,10074,9610,9350,9372,8594,6194,4800
American International College,Massachusetts,MA,Private,4 Year,total,in,50820,49490,47840,46480,44900,43468,41866,41665,39985
American International College,Massachusetts,MA,Private,4 Year,total,out,50820,49490,47840,46480,44900,43468,41866,41665,39985
American International College,Massachusetts,MA,Private,4 Year,tuition,in,34470,33140,31870,30940,30040,29158,27902,26700,25550
American Jewish University,California,CA,Private,4 Year,total,in,52899,51820,51192,49121,46869,46466,44144,44014,38569
American Jewish University,California,CA,Private,4 Year,total,out,52899,51820,51192,49121,46869,46466,44144,44014,38569
American Jewish University,California,CA,Private,4 Year,tuition,in,30938,30338,30236,29132,27900,27080,25788,24542,22352
American University,NA,DC,Private,4 Year,total,in,64234,62272,60586,59120,56808,55353,53653,52065,49903
American University,NA,DC,Private,4 Year,total,out,64234,62272,60586,59120,56808,55353,53653,52065,49903
American University,NA,DC,Private,4 Year,tuition,in,46615,44853,43103,41833,40649,39499,38071,36697,34973
Amherst College,Massachusetts,MA,Private,4 Year,total,in,71300,68986,66572,64006,61544,59060,56898,54322,51878
Amherst College,Massachusetts,MA,Private,4 Year,total,out,71300,68986,66572,64006,61544,59060,56898,54322,51878
Amherst College,Massachusetts,MA,Private,4 Year,tuition,in,54310,52476,50562,48526,46574,44610,42898,40862,38928
Anderson University,South Carolina,SC,Private,4 Year,total,in,42550,40334,39185,38324,37014,35790,34335,33100,31937
Anderson University,South Carolina,SC,Private,4 Year,total,out,42550,40334,39185,38324,37014,35790,34335,33100,31937
Anderson University,South Carolina,SC,Private,4 Year,tuition,in,26970,25880,24860,23750,22790,21730,20910,19950,19212
Anderson University,Indiana,IN,Private,4 Year,total,in,43450,42200,41060,40100,39390,38420,36870,36050,34690
Anderson University,Indiana,IN,Private,4 Year,total,out,43450,42200,41060,40100,39390,38420,36870,36050,34690
Anderson University,Indiana,IN,Private,4 Year,tuition,in,29710,28650,27680,26850,26280,25560,24610,24000,22910
Andrew College,Georgia,GA,Private,2 Year,total,in,35621,32800,29406,28271,27086,26050,25398,24822,23886
Andrew College,Georgia,GA,Private,2 Year,total,out,35621,32800,29406,28271,27086,26050,25398,24822,23886
Andrew College,Georgia,GA,Private,2 Year,tuition,in,16560,15770,14924,14226,13560,12916,12492,12138,11416
Andrews University,Michigan,MI,Private,4 Year,total,in,39714,38626,37732,36758,35538,34056,32402,30832,29380
Andrews University,Michigan,MI,Private,4 Year,total,out,39714,38626,37732,36758,35538,34056,32402,30832,29380
Andrews University,Michigan,MI,Private,4 Year,tuition,in,28436,27684,27000,26256,25470,24478,23428,22242,21170
Angelina College,Texas,TX,Public,2 Year,total,in,14271,13880,13790,13410,13250,12816,12145,11934,11896
Angelina College,Texas,TX,Public,2 Year,total,out,15621,15260,15170,14730,14570,14016,13075,12744,12706
Angelina College,Texas,TX,Public,2 Year,tuition,in,4080,3660,3570,3330,3240,2760,2580,2220,2070
Angelo State University,Texas,TX,Public,4 Year,total,in,19547,19943,19274,19138,18915,19511,19344,17538,16695
Angelo State University,Texas,TX,Public,4 Year,total,out,29507,29735,28634,27826,27411,27935,26856,24978,23343
Angelo State University,Texas,TX,Public,4 Year,tuition,in,7201,7047,6892,6856,6559,6327,6211,5672,5202
Anna Maria College,Massachusetts,MA,Private,4 Year,total,in,53020,51620,53186,51740,48146,44392,42930,40974,38818
Anna Maria College,Massachusetts,MA,Private,4 Year,total,out,53020,51620,53186,51740,48146,44392,42930,40974,38818
Anna Maria College,Massachusetts,MA,Private,4 Year,tuition,in,37130,36110,35074,34060,32134,30676,29860,28204,26620
Appalachian Bible College,West Virginia,WV,Private,4 Year,total,in,25446,24940,25180,25180,23948,23208,21853,20308,19062
Appalachian Bible College,West Virginia,WV,Private,4 Year,total,out,25446,24940,25180,25180,23948,23208,21853,20308,19062
Appalachian Bible College,West Virginia,WV,Private,4 Year,tuition,in,14290,14000,13590,13590,12945,12680,11782,11012,10290
Appalachian State University,North Carolina,NC,Public,4 Year,total,in,19012,18941,18438,19387,19058,17833,15948,15451,14391
Appalachian State University,North Carolina,NC,Public,4 Year,total,out,33819,33457,32263,32554,31266,29881,27996,26763,25012
Appalachian State University,North Carolina,NC,Public,4 Year,tuition,in,7302,7136,6852,6553,6462,6059,5538,5251,4491
Aquinas College,Michigan,MI,Private,4 Year,total,in,42952,41472,39934,38812,38012,35412,34076,32754,31680
Aquinas College,Michigan,MI,Private,4 Year,total,out,42952,41472,39934,38812,38012,35412,34076,32754,31680
Aquinas College,Michigan,MI,Private,4 Year,tuition,in,31244,30062,28820,27906,26460,25250,24286,23206,22314
Arcadia University,Pennsylvania,PA,Private,4 Year,total,in,58590,57020,55360,53500,51970,50270,48290,46070,43840
Arcadia University,Pennsylvania,PA,Private,4 Year,total,out,58590,57020,55360,53500,51970,50270,48290,46070,43840
Arcadia University,Pennsylvania,PA,Private,4 Year,tuition,in,42330,40920,39560,38160,36810,35620,34150,32720,31260
Arizona Christian University,Arizona,AZ,Private,4 Year,total,in,39978,38644,37700,36016,35382,37573,34806,28454,27125
Arizona Christian University,Arizona,AZ,Private,4 Year,total,out,39978,38644,37700,36016,35382,37573,34806,28454,27125
Arizona Christian University,Arizona,AZ,Private,4 Year,tuition,in,24958,23896,23110,22466,21832,21040,18968,16174,15177
Arizona Western College,Arizona,AZ,Public,2 Year,total,in,17211,16562,16378,16194,15827,15431,14928,14314,13854
Arizona Western College,Arizona,AZ,Public,2 Year,total,out,24201,23552,23368,21799,21302,20758,20106,18874,18414
Arizona Western College,Arizona,AZ,Public,2 Year,tuition,in,2660,2600,2540,2480,2420,2360,2300,2000,2000
Arkansas Baptist College,Arkansas,AR,Private,4 Year,total,in,23060,23060,22560,20221,21005,20675,20675,20191,18455
Arkansas Baptist College,Arkansas,AR,Private,4 Year,total,out,23060,23060,22560,20221,21005,20675,20675,20191,18455
Arkansas Baptist College,Arkansas,AR,Private,4 Year,tuition,in,8760,8760,8760,8040,8040,7800,7800,7432,7018
Arkansas Tech University,Arkansas,AR,Public,4 Year,total,in,18705,18234,17696,16954,16086,15298,14584,14176,13688
Arkansas Tech University,Arkansas,AR,Public,4 Year,total,out,24129,23490,22856,21970,20862,19786,18904,18256,17696
Arkansas Tech University,Arkansas,AR,Public,4 Year,tuition,in,7104,6624,6192,5862,5598,5286,5070,4804,4554
Arlington Baptist University,Texas,TX,Private,4 Year,total,in,24400,21150,20650,20340,20610,18240,19340,20690,20690
Arlington Baptist University,Texas,TX,Private,4 Year,total,out,24400,21150,20650,20340,20610,18240,19340,20690,20690
Arlington Baptist University,Texas,TX,Private,4 Year,tuition,in,13600,11500,11000,9000,8840,7640,7540,7340,7340
Armstrong State University,Georgia,GA,Public,4 Year,total,in,20775,20696,26757,26431,21373,20894,20066,21333,18081
Armstrong State University,Georgia,GA,Public,4 Year,total,out,31236,30952,37013,36436,31135,30417,29357,21333,27369
Armstrong State University,Georgia,GA,Public,4 Year,tuition,in,5439,5360,5360,5266,5085,4942,4854,4510,4048
Art Academy of Cincinnati,Ohio,OH,Private,4 Year,total,in,44890,43052,40988,36876,37130,34430,33630,32540,32580
Art Academy of Cincinnati,Ohio,OH,Private,4 Year,total,out,44890,43052,40988,36876,37130,34430,33630,32540,32580
Art Academy of Cincinnati,Ohio,OH,Private,4 Year,tuition,in,31290,29752,27788,26376,24330,24330,23530,22740,21880
ASA College,New York,NY,For Profit,2 Year,total,in,33051,33818,30586,28774,28680,25306,24906,24906,27526
ASA College,New York,NY,For Profit,2 Year,total,out,33051,33818,30586,28774,28680,25306,24906,24906,27526
ASA College,New York,NY,For Profit,2 Year,tuition,in,12728,13531,12898,12298,12268,12094,12094,12094,12099
Asbury University,Kentucky,KY,Private,4 Year,total,in,40575,39388,38150,36510,35494,34503,33143,32149,31107
Asbury University,Kentucky,KY,Private,4 Year,total,out,40575,39388,38150,36510,35494,34503,33143,32149,31107
Asbury University,Kentucky,KY,Private,4 Year,tuition,in,29500,28630,27934,26868,26076,25311,24229,23303,22413
Ashland University,Ohio,OH,Private,4 Year,total,in,33954,33502,33340,32862,42833,41855,41429,40259,38493
Ashland University,Ohio,OH,Private,4 Year,total,out,33954,33502,33340,32862,42833,41855,41429,40259,38493
Ashland University,Ohio,OH,Private,4 Year,tuition,in,20700,20392,20242,19852,29836,28858,28582,27412,25646
Assumption College,Massachusetts,MA,Private,4 Year,total,in,54594,50720,50224,49922,48521,47195,45830,44065,42741
Assumption College,Massachusetts,MA,Private,4 Year,total,out,54594,50720,50224,49922,48521,47195,45830,44065,42741
Assumption College,Massachusetts,MA,Private,4 Year,tuition,in,39598,36260,36160,36160,34975,33805,32545,31305,30171
Auburn University,Alabama,AL,Public,4 Year,total,in,31282,30458,29794,29164,25282,23788,22352,21140,19490
Auburn University,Alabama,AL,Public,4 Year,total,out,49954,48602,47410,46348,41794,39532,36926,35156,31970
Auburn University,Alabama,AL,Public,4 Year,tuition,in,10968,10696,10424,10200,9852,9446,8698,7900,6972
Auburn University at Montgomery,Alabama,AL,Public,4 Year,total,in,19790,20080,18870,18370,17820,17220,15450,15860,15032
Auburn University at Montgomery,Alabama,AL,Public,4 Year,total,out,28910,31150,29730,28930,34020,32220,29310,28220,26312
Auburn University at Montgomery,Alabama,AL,Public,4 Year,tuition,in,8020,9640,9350,9080,8750,8150,7580,6620,5970
Augsburg University,Minnesota,MN,Private,4 Year,total,in,51254,49743,48545,47237,45465,43997,41160,39294,37812
Augsburg University,Minnesota,MN,Private,4 Year,total,out,51254,49743,48545,47237,45465,43997,41160,39294,37812
Augsburg University,Minnesota,MN,Private,4 Year,tuition,in,37615,36415,35465,34431,33209,31942,30418,28864,27628
Augustana College,Illinois,IL,Private,4 Year,total,in,53422,51858,50698,48871,47137,45598,44029,42616,41453
Augustana College,Illinois,IL,Private,4 Year,total,out,53422,51858,50698,48871,47137,45598,44029,42616,41453
Augustana College,Illinois,IL,Private,4 Year,tuition,in,40908,39621,38466,37236,35835,34614,33363,32235,31326
Augustana University,South Dakota,SD,Private,4 Year,total,in,45458,40824,39628,38899,38200,37046,35620,33990,32364
Augustana University,South Dakota,SD,Private,4 Year,total,out,45458,40824,39628,38899,38200,37046,35620,33990,32364
Augustana University,South Dakota,SD,Private,4 Year,tuition,in,31960,30944,30090,29214,28630,27780,26590,25104,23550
Aurora University,Illinois,IL,Private,4 Year,total,in,37028,36068,35004,33902,33228,32356,31476,30492,29340
Aurora University,Illinois,IL,Private,4 Year,total,out,37028,36068,35004,33902,33228,32356,31476,30492,29340
Aurora University,Illinois,IL,Private,4 Year,tuition,in,23520,22830,22080,21320,20720,20100,19450,18700,18200
Austin College,Texas,TX,Private,4 Year,total,in,53784,52047,50647,47993,47625,46097,43720,41334,39440
Austin College,Texas,TX,Private,4 Year,total,out,53784,52047,50647,47993,47625,46097,43720,41334,39440
Austin College,Texas,TX,Private,4 Year,tuition,in,38800,37315,36230,33840,33830,32850,31270,29235,27850
Austin Peay State University,Tennessee,TN,Public,4 Year,total,in,24224,23488,23027,22380,21513,21055,20635,19603,19221
Austin Peay State University,Tennessee,TN,Public,4 Year,total,out,39464,38728,37859,36876,36009,35143,34195,32131,31149
Austin Peay State University,Tennessee,TN,Public,4 Year,tuition,in,7913,7689,7501,7168,6876,6648,6432,6048,5808
Ave Maria University,Florida,FL,Private,4 Year,total,in,34901,33396,32392,31460,36860,34913,33140,31675,30425
Ave Maria University,Florida,FL,Private,4 Year,total,out,34901,33396,32392,31460,36860,34913,33140,31675,30425
Ave Maria University,Florida,FL,Private,4 Year,tuition,in,19970,19128,18479,17940,23000,21496,20090,18625,17745
Averett University,Virginia,VA,Private,4 Year,total,in,46344,44336,42940,40920,39124,37280,35100,33480,32272
Averett University,Virginia,VA,Private,4 Year,total,out,46344,44336,42940,40920,39124,37280,35100,33480,32272
Averett University,Virginia,VA,Private,4 Year,tuition,in,33350,31980,30900,29150,27500,25950,24480,22956,22112
Avila University,Missouri,MO,Private,4 Year,total,in,39656,38646,38582,37208,36414,35156,35106,32794,31600
Avila University,Missouri,MO,Private,4 Year,total,out,39656,38646,38582,37208,36414,35156,35106,32794,31600
Avila University,Missouri,MO,Private,4 Year,tuition,in,28020,27312,26450,25700,24950,23950,23100,21900,20900
Azusa Pacific University,California,CA,Private,4 Year,total,in,52396,50574,48913,46992,45996,44561,42848,41444,40744
Azusa Pacific University,California,CA,Private,4 Year,total,out,52396,50574,48913,46992,45996,44561,42848,41444,40744
Azusa Pacific University,California,CA,Private,4 Year,tuition,in,37506,36120,34754,33096,32256,31076,29940,28800,27750
Babson College,Massachusetts,MA,Private,4 Year,total,in,68432,66564,64612,62440,60504,58450,56534,54666,53074
Babson College,Massachusetts,MA,Private,4 Year,total,out,68432,66564,64612,62440,60504,58450,56534,54666,53074
Babson College,Massachusetts,MA,Private,4 Year,tuition,in,49664,48288,46784,45120,43520,41888,40400,39040,37824
Baker University,Kansas,KS,Private,4 Year,total,in,43444,42340,41340,40393,39407,37920,36348,34990,33680
Baker University,Kansas,KS,Private,4 Year,total,out,43444,42340,41340,40393,39407,37920,36348,34990,33680
Baker University,Kansas,KS,Private,4 Year,tuition,in,28960,28030,27160,26370,25580,24550,23390,22280,21130
Baldwin Wallace University,Ohio,OH,Private,4 Year,total,in,46004,44646,43332,41508,39230,38370,37776,36015,35560
Baldwin Wallace University,Ohio,OH,Private,4 Year,total,out,46004,44646,43332,41508,39230,38370,37776,36015,35560
Baldwin Wallace University,Ohio,OH,Private,4 Year,tuition,in,31668,30776,29908,28814,27840,27060,26396,25260,24230
Ball State University,Indiana,IN,Public,4 Year,total,in,24280,23940,23680,22780,22250,21490,20760,20114,19640
Ball State University,Indiana,IN,Public,4 Year,total,out,40448,39714,39198,38046,37214,36160,34740,33566,32208
Ball State University,Indiana,IN,Public,4 Year,tuition,in,9774,9654,9498,9344,9160,8980,8558,8214,7830
Baptist Bible College,Missouri,MO,Private,4 Year,total,in,25200,21666,20084,18990,17630,16730,15960,15640,22750
Baptist Bible College,Missouri,MO,Private,4 Year,total,out,25200,21666,20084,18990,17630,16730,15960,15640,22750
Baptist Bible College,Missouri,MO,Private,4 Year,tuition,in,13850,10536,9894,9050,8090,7690,6920,6600,13710
Baptist Missionary Association Theological Seminary,Texas,TX,Private,4 Year,total,in,15100,14700,14350,13650,10850,10730,10000,8500,7890
Baptist Missionary Association Theological Seminary,Texas,TX,Private,4 Year,total,out,15100,14700,14350,13650,10850,10730,10000,8500,7890
Baptist Missionary Association Theological Seminary,Texas,TX,Private,4 Year,tuition,in,6000,5800,5700,5100,4500,4500,3800,3800,3310
Baptist University of the Americas,Texas,TX,Private,4 Year,total,in,16210,15610,16570,16570,17170,16570,17470,15770,9880
Baptist University of the Americas,Texas,TX,Private,4 Year,total,out,16210,15610,16570,16570,17170,16570,17470,15770,9880
Baptist University of the Americas,Texas,TX,Private,4 Year,tuition,in,6240,6240,7200,7200,7200,6600,6600,6000,4600
Barclay College,Kansas,KS,Private,4 Year,total,in,30820,28990,26990,26390,25790,24990,24740,23790,23490
Barclay College,Kansas,KS,Private,4 Year,total,out,30820,28990,26990,26390,25790,24990,24740,23790,23490
Barclay College,Kansas,KS,Private,4 Year,tuition,in,17720,15990,14390,14290,14090,13990,13790,13690,13590
Bard College,New York,NY,Private,4 Year,total,in,70562,68624,66724,64712,62572,60280,58292,56180,53330
Bard College,New York,NY,Private,4 Year,total,out,70562,68624,66724,64712,62572,60280,58292,56180,53330
Bard College,New York,NY,Private,4 Year,tuition,in,52906,51384,49906,48240,46370,44798,43306,41670,39880
Bard College at Simon's Rock,Massachusetts,MA,Private,4 Year,total,in,69900,68930,65869,63749,61403,59385,57800,55432,53190
Bard College at Simon's Rock,Massachusetts,MA,Private,4 Year,total,out,69900,68930,65869,63749,61403,59385,57800,55432,53190
Bard College at Simon's Rock,Massachusetts,MA,Private,4 Year,tuition,in,53418,52870,50209,48551,46713,45125,43840,41982,40165
Barnard College,New York,NY,Private,4 Year,total,in,71282,68512,65261,63220,61512,59824,58078,56008,53481
Barnard College,New York,NY,Private,4 Year,total,out,71282,68512,65261,63220,61512,59824,58078,56008,53481
Barnard College,New York,NY,Private,4 Year,tuition,in,52662,50394,47631,46040,44790,43502,42184,40546,38650
Barry University,Florida,FL,Private,4 Year,total,in,46734,45840,45640,45500,45100,42100,41640,40050,41840
Barry University,Florida,FL,Private,4 Year,total,out,46734,45840,45640,45500,45100,42100,41640,40050,41840
Barry University,Florida,FL,Private,4 Year,tuition,in,29850,28800,28800,28160,28160,28160,28160,27200,26400
Barton College,North Carolina,NC,Private,4 Year,total,in,45454,44286,42805,41170,39254,37720,36214,34590,32754
Barton College,North Carolina,NC,Private,4 Year,total,out,45454,44286,42805,41170,39254,37720,36214,34590,32754
Barton College,North Carolina,NC,Private,4 Year,tuition,in,29998,29052,27941,26664,25396,24180,22982,21784,20648
Barton County Community College,Kansas,KS,Public,2 Year,total,in,16936,16726,16178,15677,15365,15013,14708,14285,14006
Barton County Community College,Kansas,KS,Public,2 Year,total,out,16936,17718,17170,16669,16357,16005,15700,15000,14552
Barton County Community College,Kansas,KS,Public,2 Year,tuition,in,3456,3328,3200,3008,2912,2784,2784,2544,2674
Bay Path University,Massachusetts,MA,Private,4 Year,total,in,49356,48349,47209,45699,44559,42572,40595,38705,37315
Bay Path University,Massachusetts,MA,Private,4 Year,total,out,49356,48349,47209,45699,44559,42572,40595,38705,37315
Bay Path University,Massachusetts,MA,Private,4 Year,tuition,in,33557,32739,31785,30859,29959,28532,27045,25515,24530
Bay State College,Massachusetts,MA,For Profit,2 Year,total,in,43320,43320,42524,40124,39548,38482,37594,36529,38810
Bay State College,Massachusetts,MA,For Profit,2 Year,total,out,43320,43320,42524,40124,39548,38482,37594,36529,38810
Bay State College,Massachusetts,MA,For Profit,2 Year,tuition,in,22320,22320,21524,20324,19748,18882,17994,17129,20210
Baylor University,Texas,TX,Private,4 Year,total,in,60233,59174,56796,53960,53886,49038,45011,43495,41321
Baylor University,Texas,TX,Private,4 Year,total,out,60233,59174,56796,53960,53886,49038,45011,43495,41321
Baylor University,Texas,TX,Private,4 Year,tuition,in,43790,42006,40198,38120,35972,33716,31658,29884,28070
Beacon College,Florida,FL,Private,4 Year,total,in,55958,53722,51790,48080,45968,43277,42065,42025,41215
Beacon College,Florida,FL,Private,4 Year,total,out,55958,53722,51790,48080,45968,43277,42065,42025,41215
Beacon College,Florida,FL,Private,4 Year,tuition,in,37788,36172,34680,33016,31496,29910,29050,28210,27400
Becker College,Massachusetts,MA,Private,4 Year,total,in,55710,54282,50640,49030,47160,45720,42710,39000,36540
Becker College,Massachusetts,MA,Private,4 Year,total,out,55710,54282,50640,49030,47160,45720,42710,39000,36540
Becker College,Massachusetts,MA,Private,4 Year,tuition,in,38250,37272,34080,32870,31500,30340,28490,26880,24780
Beis Medrash Heichal Dovid,New York,NY,Private,4 Year,total,in,17875,17700,17700,17100,16500,16000,17470,17275,16500
