name,state,state_code,type,degree_length,cost_type,in_state,AY2017,AY2016,AY2015,AY2014,AY2013,AY2012,AY2011,AY2010,AY2009
Concordia University-Portland,NA,OR,NA,NA,tuition,in,30270,29390,28510,27420,27492,26650,25650,24114,23110
Concordia University-Saint Paul,NA,MN,NA,NA,total,in,34500,33750,33050,32250,30850,41382,39474,37795,36445
Concordia University-Saint Paul,NA,MN,NA,NA,total,out,34500,33750,33050,32250,30850,41382,39474,37795,36445
Concordia University-Saint Paul,NA,MN,NA,NA,tuition,in,21750,21250,20750,20250,19700,29700,28500,27400,26400
Concordia University-Texas,NA,TX,NA,NA,total,in,45420,43510,41858,39780,38420,36040,35050,33365,32300
Concordia University-Texas,NA,TX,NA,NA,total,out,45420,43510,41858,39780,38420,36040,35050,33365,32300
Concordia University-Texas,NA,TX,NA,NA,tuition,in,30600,29260,28160,26960,25880,23600,22920,21700,21200
Concordia University-Wisconsin,NA,WI,NA,NA,total,in,43530,42580,41320,39855,38440,36946,35607,34030,32296
Concordia University-Wisconsin,NA,WI,NA,NA,total,out,43530,42580,41320,39855,38440,36946,35607,34030,32296
Concordia University-Wisconsin,NA,WI,NA,NA,tuition,in,28600,27900,27100,26160,25160,24180,23260,22150,20990
CUNY City College,NA,NY,NA,NA,total,in,29284,28544,28114,27277,26631,25735,24641,23541,22870
CUNY City College,NA,NY,NA,NA,total,out,36674,35654,35224,34087,33141,31945,30551,28901,28230
CUNY City College,NA,NY,NA,NA,tuition,in,6940,6689,6689,6389,6089,5759,5459,4929,4929
CUNY Hunter College,NA,NY,NA,NA,total,in,22064,21632,21446,20687,20181,19576,19321,18635,22488
CUNY Hunter College,NA,NY,NA,NA,total,out,29454,28742,28556,27497,26691,25786,25231,23995,27848
CUNY Hunter College,NA,NY,NA,NA,tuition,in,6982,6782,6782,6429,6129,5829,5529,4999,4999
CUNY Queens College,NA,NY,NA,NA,total,in,28302,27624,26914,26287,26179,23545,23449,22167,21906
CUNY Queens College,NA,NY,NA,NA,total,out,35692,34734,34024,33097,32689,29755,29359,27527,27266
CUNY Queens College,NA,NY,NA,NA,tuition,in,7138,6938,6938,6507,6207,5907,5607,5077,5047
Davis & Elkins College,NA,WV,NA,NA,total,in,42396,42750,40755,40412,36442,34870,32970,31570,29950
Davis & Elkins College,NA,WV,NA,NA,total,out,42396,42750,40755,40412,36442,34870,32970,31570,29950
Davis & Elkins College,NA,WV,NA,NA,tuition,in,28992,28842,27492,27492,24992,23820,22320,21120,19800
Doane University-Arts & Sciences,NA,NE,NA,NA,total,in,46710,44554,42410,40400,38380,36370,33890,31930,29860
Doane University-Arts & Sciences,NA,NE,NA,NA,total,out,46710,44554,42410,40400,38380,36370,33890,31930,29860
Doane University-Arts & Sciences,NA,NE,NA,NA,tuition,in,32250,30434,28790,27200,26180,25080,23590,22170,21040
Eastern New Mexico University-Main Campus,NA,NM,NA,NA,total,in,18419,17976,16635,16635,16149,15765,15247,14717,13976
Eastern New Mexico University-Main Campus,NA,NM,NA,NA,total,out,24194,23751,22410,22410,21660,21276,20758,20249,19526
Eastern New Mexico University-Main Campus,NA,NM,NA,NA,tuition,in,6013,5618,4858,4858,4558,4350,4147,3900,3552
Embry-Riddle Aeronautical University-Daytona Beach,NA,FL,NA,NA,total,in,51828,50570,49338,47582,46614,45648,44352,43924,42200
Embry-Riddle Aeronautical University-Daytona Beach,NA,FL,NA,NA,total,out,51828,50570,49338,47582,46614,45648,44352,43924,42200
Embry-Riddle Aeronautical University-Daytona Beach,NA,FL,NA,NA,tuition,in,34822,33886,33218,31948,31334,30720,29852,29728,28600
Embry-Riddle Aeronautical University-Prescott,NA,AZ,NA,NA,total,in,51036,49912,48992,47148,46314,45348,44052,43624,41586
Embry-Riddle Aeronautical University-Prescott,NA,AZ,NA,NA,total,out,51036,49912,48992,47148,46314,45348,44052,43624,41586
Embry-Riddle Aeronautical University-Prescott,NA,AZ,NA,NA,tuition,in,34662,33826,33144,31648,31034,30420,29552,29428,28274
Fairleigh Dickinson University-Florham Campus,NA,NJ,NA,NA,total,in,58996,57360,55810,55022,54502,53644,50272,48596,47914
Fairleigh Dickinson University-Florham Campus,NA,NJ,NA,NA,total,out,58996,57360,55810,55022,54502,53644,50272,48596,47914
Fairleigh Dickinson University-Florham Campus,NA,NJ,NA,NA,tuition,in,41780,40234,39092,38236,37348,36352,35002,33410,31174
Fairleigh Dickinson University-Metropolitan Campus,NA,NJ,NA,NA,total,in,56618,55072,53752,52674,52036,50284,48080,46574,45642
Fairleigh Dickinson University-Metropolitan Campus,NA,NJ,NA,NA,total,out,56618,55072,53752,52674,52036,50284,48080,46574,45642
Fairleigh Dickinson University-Metropolitan Campus,NA,NJ,NA,NA,tuition,in,39446,37988,36910,35880,34882,33792,32538,31060,28976
Family of Faith Christian University,NA,OK,NA,NA,total,in,22914,22405,22255,22305,20094,19734,17802,17091,15308
Family of Faith Christian University,NA,OK,NA,NA,total,out,22914,22405,22255,22305,20094,19734,17802,17091,15308
Family of Faith Christian University,NA,OK,NA,NA,tuition,in,6570,6220,6070,6120,5970,5610,5460,5310,5110
Farmingdale State College,NA,NY,NA,NA,total,in,24168,23824,23508,22873,22185,21783,20444,19543,19968
Farmingdale State College,NA,NY,NA,NA,total,out,33818,33674,33358,32523,31635,31033,29494,27953,27868
Farmingdale State College,NA,NY,NA,NA,tuition,in,8076,7860,7808,7483,7125,6793,6444,6093,6030
Flagler College-St Augustine,NA,FL,NA,NA,total,in,33480,32220,31060,29780,29560,28590,27400,26350,25340
Flagler College-St Augustine,NA,FL,NA,NA,total,out,33480,32220,31060,29780,29560,28590,27400,26350,25340
Flagler College-St Augustine,NA,FL,NA,NA,tuition,in,18200,17500,16830,16180,16180,15340,14510,13860,13300
Franklin and Marshall College,NA,PA,NA,NA,total,in,70430,67880,65640,63269,60765,58580,56580,53710,52060
Franklin and Marshall College,NA,PA,NA,NA,total,out,70430,67880,65640,63269,60765,58580,56580,53710,52060
Franklin and Marshall College,NA,PA,NA,NA,tuition,in,54380,52290,50400,48514,46285,44360,42610,41140,39980
Franklin W Olin College of Engineering,NA,MA,NA,NA,total,in,70289,67839,65701,63801,61956,59275,58200,54175,52275
Franklin W Olin College of Engineering,NA,MA,NA,NA,total,out,70289,67839,65701,63801,61956,59275,58200,54175,52275
Franklin W Olin College of Engineering,NA,MA,NA,NA,tuition,in,51936,49986,48181,46681,45156,42975,41950,38425,36795
Furman,NA,SC,NA,NA,total,in,63706,63018,60714,59051,57276,55750,53096,50936,49159
Furman,NA,SC,NA,NA,total,out,63706,63018,60714,59051,57276,55750,53096,50936,49159
Furman,NA,SC,NA,NA,tuition,in,48348,47164,46012,44668,43164,41532,39560,38088,36656
George C Wallace State Community College-Hanceville,NA,AL,NA,NA,total,in,13886,14540,13680,13360,13300,11540,11780,11170,10200
George C Wallace State Community College-Hanceville,NA,AL,NA,NA,total,out,16742,18050,17130,16750,16630,14810,14990,13870,12330
George C Wallace State Community College-Hanceville,NA,AL,NA,NA,tuition,in,3726,4380,4320,4260,4200,4140,4080,3570,2700
Georgia College & State University,NA,GA,NA,NA,total,in,28120,27331,26900,24606,23752,23094,22229,21175,18148
Georgia College & State University,NA,GA,NA,NA,total,out,46834,45679,45248,42954,41652,40558,39267,38213,31780
Georgia College & State University,NA,GA,NA,NA,tuition,in,9346,9202,9170,8960,8790,8618,8344,7852,5778
Georgia Institute of Technology-Main Campus,NA,GA,NA,NA,total,in,28770,27420,25780,24748,23384,22254,21098,19962,18210
Georgia Institute of Technology-Main Campus,NA,GA,NA,NA,total,out,49366,47612,45972,44052,42688,41558,39308,38172,36420
Georgia Institute of Technology-Main Campus,NA,GA,NA,NA,tuition,in,12418,12212,12204,11394,10650,10098,9652,8716,7506
Gods Bible School and College,NA,OH,NA,NA,total,in,16040,15440,15240,15210,14900,14670,14140,13910,15010
Gods Bible School and College,NA,OH,NA,NA,total,out,16040,15440,15240,15210,14900,14670,14140,13910,15010
Gods Bible School and College,NA,OH,NA,NA,tuition,in,7040,7040,7040,7010,7000,6770,6540,6310,5580
Grace College and Theological Seminary,NA,IN,NA,NA,total,in,33952,33524,32910,34900,33940,32944,31960,31574,30180
Grace College and Theological Seminary,NA,IN,NA,NA,total,out,33952,33524,32910,34900,33940,32944,31960,31574,30180
Grace College and Theological Seminary,NA,IN,NA,NA,tuition,in,23170,23120,22450,24670,23970,23290,22546,21700,21100
Graceland University-Lamoni,NA,IA,NA,NA,total,in,41130,39770,38444,37105,35380,34494,33100,31902,30702
Graceland University-Lamoni,NA,IA,NA,NA,total,out,41130,39770,38444,37105,35380,34494,33100,31902,30702
Graceland University-Lamoni,NA,IA,NA,NA,tuition,in,28110,27010,25890,24920,23530,22680,21790,20980,20090
Harvard University,NA,MA,NA,NA,total,in,69600,66900,64400,62250,59950,57050,56000,53950,52000
Harvard University,NA,MA,NA,NA,total,out,69600,66900,64400,62250,59950,57050,56000,53950,52000
Harvard University,NA,MA,NA,NA,tuition,in,48949,47074,45278,43938,42292,39966,39851,38415,37012
Hellenic College-Holy Cross Greek Orthodox School of Theology,NA,MA,NA,NA,total,in,41282,41282,42682,42531,38080,38080,36465,35253,34045
Hellenic College-Holy Cross Greek Orthodox School of Theology,NA,MA,NA,NA,total,out,41282,41282,42682,42531,38080,38080,36465,35253,34045
Hellenic College-Holy Cross Greek Orthodox School of Theology,NA,MA,NA,NA,tuition,in,22490,22490,22490,22339,21220,21220,20225,19503,18765
Hickey College,NA,MO,NA,NA,total,in,25356,25096,24904,24852,24784,25409,24487,26282,25380
Hickey College,NA,MO,NA,NA,total,out,25356,25096,24904,24852,24784,25409,24487,26282,25380
Hickey College,NA,MO,NA,NA,tuition,in,13920,13930,13890,13850,13850,13610,13430,13430,12770
Highlands College of Montana Tech,NA,MT,NA,NA,total,in,17150,16681,16323,15884,15486,14939,14566,14102,13907
Highlands College of Montana Tech,NA,MT,NA,NA,total,out,22773,21951,21440,20852,20453,19904,19531,19067,18873
Highlands College of Montana Tech,NA,MT,NA,NA,tuition,in,3351,3325,3263,3236,3226,3155,3142,3128,3105
Hobart William Smith Colleges,NA,NY,NA,NA,total,in,69775,67316,64903,62034,59850,57699,55767,54168,52259
Hobart William Smith Colleges,NA,NY,NA,NA,total,out,69775,67316,64903,62034,59850,57699,55767,54168,52259
Hobart William Smith Colleges,NA,NY,NA,NA,tuition,in,53525,51559,49677,47908,46165,44438,42915,41710,40235
Indian Hills Community College,NA,IA,NA,NA,total,in,14256,14043,13884,13572,13128,14784,13008,13464,13272
Indian Hills Community College,NA,IA,NA,NA,total,out,15936,15843,15804,15432,14928,16512,14832,15024,14760
Indian Hills Community College,NA,IA,NA,NA,tuition,in,4080,3960,3840,3720,3576,3456,3120,3120,2976
Indiana University of Pennsylvania-Main Campus,NA,PA,NA,NA,total,in,27309,27002,24916,24100,23920,23602,22383,21086,19995
Indiana University of Pennsylvania-Main Campus,NA,PA,NA,NA,total,out,32461,38011,36815,35595,35056,34410,32875,29910,28431
Indiana University of Pennsylvania-Main Campus,NA,PA,NA,NA,tuition,in,12119,11368,9936,9470,9080,8672,8362,7571,7209
Indiana University-Bloomington,NA,IN,NA,NA,total,in,24427,24809,24539,24417,23820,23116,22049,20990,20099
Indiana University-Bloomington,NA,IN,NA,NA,total,out,48739,48667,47892,47270,45961,44566,42065,39651,37646
Indiana University-Bloomington,NA,IN,NA,NA,tuition,in,10533,10388,10388,10388,10209,10033,9524,9028,8613
Indiana University-Purdue University-Fort Wayne,NA,IN,NA,NA,total,in,21801,21679,21750,21591,23481,24790,23736,23204,21897
Indiana University-Purdue University-Fort Wayne,NA,IN,NA,NA,total,out,33476,33193,33078,32734,33313,34429,33140,32378,30493
Indiana University-Purdue University-Fort Wayne,NA,IN,NA,NA,tuition,in,8330,8213,8080,7949,7013,6876,6708,6545,6233
Indiana University-Purdue University-Indianapolis,NA,IN,NA,NA,total,in,22550,22257,22296,21985,21680,23941,23579,23221,22859
Indiana University-Purdue University-Indianapolis,NA,IN,NA,NA,total,out,43022,42843,43014,43165,42495,44398,41942,39764,37756
Indiana University-Purdue University-Indianapolis,NA,IN,NA,NA,tuition,in,9334,9205,9056,8909,8756,8605,8243,7885,7523
Indiana University-South Bend,NA,IN,NA,NA,total,in,19655,19441,19292,19271,19080,21568,20813,19456,18885
Indiana University-South Bend,NA,IN,NA,NA,total,out,31486,31051,30685,30447,30042,32324,31356,29783,28582
Indiana University-South Bend,NA,IN,NA,NA,tuition,in,7207,7073,6986,6905,6816,6728,6507,6290,6015
Indiana University-Southeast,NA,IN,NA,NA,total,in,20529,19991,19893,19829,19610,19516,19345,19303,18470
Indiana University-Southeast,NA,IN,NA,NA,total,out,32360,31601,31323,31083,30688,30450,29446,28568,27158
Indiana University-Southeast,NA,IN,NA,NA,tuition,in,7207,7073,6949,6827,6700,6576,6365,6163,5890
Indiana Wesleyan University-Marion,NA,IN,NA,NA,total,in,37760,36952,36174,35230,34588,33938,32276,31394,30320
Indiana Wesleyan University-Marion,NA,IN,NA,NA,total,out,37760,36952,36174,35230,34588,33938,32276,31394,30320
Indiana Wesleyan University-Marion,NA,IN,NA,NA,tuition,in,25980,25346,24728,24102,23628,23164,21956,21214,20496
Institute of American Indian and Alaska Native Culture and Arts Development,NA,NM,NA,NA,total,in,20860,20112,19596,18768,16272,15088,14380,13724,12580
Institute of American Indian and Alaska Native Culture and Arts Development,NA,NM,NA,NA,total,out,20860,20112,19596,18768,16272,15088,14380,13724,12580
Institute of American Indian and Alaska Native Culture and Arts Development,NA,NM,NA,NA,tuition,in,4960,4700,4440,3800,3560,3320,3080,2840,2600
International Baptist College and Seminary,NA,AZ,NA,NA,total,in,24911,24390,24445,24441,25728,25720,25690,25008,23394
International Baptist College and Seminary,NA,AZ,NA,NA,total,out,24911,24390,24445,24441,25728,25720,25690,25008,23394
International Baptist College and Seminary,NA,AZ,NA,NA,tuition,in,11250,10500,10500,10500,11566,11566,11566,11134,9660
International Business College-Fort Wayne,NA,IN,NA,NA,total,in,24746,24606,24630,25108,25108,24768,24158,25957,25815
International Business College-Fort Wayne,NA,IN,NA,NA,total,out,24746,24606,24630,25108,25108,24768,24158,25957,25815
International Business College-Fort Wayne,NA,IN,NA,NA,tuition,in,13960,13920,13920,13880,13880,13560,13380,13080,12760
International Business College-Indianapolis,NA,IN,NA,NA,total,in,25815,25439,25363,25489,25636,25346,25086,27805,27801
International Business College-Indianapolis,NA,IN,NA,NA,total,out,25815,25439,25363,25489,25636,25346,25086,27805,27801
International Business College-Indianapolis,NA,IN,NA,NA,tuition,in,13960,13920,13920,13880,13930,13930,13670,13370,13370
Iowa Wesleyan University,NA,IA,NA,NA,total,in,40173,38106,41332,39588,38738,36794,34971,33428,31802
Iowa Wesleyan University,NA,IA,NA,NA,total,out,46073,43736,41332,39588,38738,36794,34971,33428,31802
Iowa Wesleyan University,NA,IA,NA,NA,tuition,in,24600,23516,27286,26010,25550,24300,23160,22050,21000
Jacksonville College-Main Campus,NA,TX,NA,NA,total,in,17702,17602,16575,16575,16575,14500,13470,13470,13235
Jacksonville College-Main Campus,NA,TX,NA,NA,total,out,17702,17602,16575,16575,16575,14500,13470,13470,13235
Jacksonville College-Main Campus,NA,TX,NA,NA,tuition,in,8000,7900,7275,7275,7275,7200,7036,7036,6896
Jefferson (Philadelphia University + Thomas Jefferson University),NA,PA,NA,NA,total,in,57931,56020,54188,51450,49426,47316,45336,43334,41510
Jefferson (Philadelphia University + Thomas Jefferson University),NA,PA,NA,NA,total,out,57931,56020,54188,51450,49426,47316,45336,43334,41510
Jefferson (Philadelphia University + Thomas Jefferson University),NA,PA,NA,NA,tuition,in,39280,37950,36670,35230,33690,32064,30546,28990,27598
Jefferson Davis Community College,NA,AL,NA,NA,total,in,13288,13288,13228,13168,13485,10848,10588,9478,9824
Jefferson Davis Community College,NA,AL,NA,NA,total,out,16798,16798,16678,16558,16815,14118,13798,12178,11954
Jefferson Davis Community College,NA,AL,NA,NA,tuition,in,4088,4088,4028,3968,3908,3848,3788,3278,2708
John A Gupton College,NA,TN,NA,NA,total,in,22870,22870,22390,22070,25759,25478,25233,16807,16220
John A Gupton College,NA,TN,NA,NA,total,out,22870,22870,22390,22070,25759,25478,25233,16807,16220
John A Gupton College,NA,TN,NA,NA,tuition,in,11070,11070,10590,10270,10010,9770,9546,9290,8920
Johnson & Wales University-Charlotte,NA,NC,NA,NA,total,in,48530,47488,45785,42893,41663,40190,38771,37097,35489
Johnson & Wales University-Charlotte,NA,NC,NA,NA,total,out,48530,47488,45785,42893,41663,40190,38771,37097,35489
Johnson & Wales University-Charlotte,NA,NC,NA,NA,tuition,in,31508,30746,29576,28539,27456,26412,25407,24429,23490
Johnson & Wales University-Denver,NA,CO,NA,NA,total,in,47252,46207,44585,42649,41461,40027,37718,36083,34514
Johnson & Wales University-Denver,NA,CO,NA,NA,total,out,47252,46207,44585,42649,41461,40027,37718,36083,34514
Johnson & Wales University-Denver,NA,CO,NA,NA,tuition,in,31508,30746,29576,28539,27456,26412,25407,24429,23490
Johnson & Wales University-North Miami,NA,FL,NA,NA,total,in,47252,47182,45524,42649,41461,40027,37718,36083,34238
Johnson & Wales University-North Miami,NA,FL,NA,NA,total,out,47252,47182,45524,42649,41461,40027,37718,36083,34238
Johnson & Wales University-North Miami,NA,FL,NA,NA,tuition,in,31508,30746,29576,28539,27456,26412,25407,24429,23214
Johnson & Wales University-Providence,NA,RI,NA,NA,total,in,49226,46918,46429,42649,41461,41005,38771,36413,35489
Johnson & Wales University-Providence,NA,RI,NA,NA,total,out,49226,46918,46429,42649,41461,41005,38771,36413,35489
Johnson & Wales University-Providence,NA,RI,NA,NA,tuition,in,31508,30746,29566,28539,27456,26412,25407,24429,23490
Johnson C Smith University,NA,NC,NA,NA,total,in,32136,32136,32136,32136,32136,30536,29330,28181,26036
Johnson C Smith University,NA,NC,NA,NA,total,out,32136,32136,32136,32136,32136,30536,29330,28181,26036
Johnson C Smith University,NA,NC,NA,NA,tuition,in,18236,18236,18236,18236,18236,18236,17368,16542,15754
Johnson State College,NA,VT,NA,NA,total,in,24970,24028,23264,22566,21774,21000,20264,19359,18775
Johnson State College,NA,VT,NA,NA,total,out,37930,36484,35960,34566,33438,32040,30704,29223,28015
Johnson State College,NA,VT,NA,NA,tuition,in,11730,11290,11018,10604,10286,9864,9468,8989,8716
Johnson University Florida,NA,FL,NA,NA,total,in,22848,22582,22319,22319,20706,26707,26177,24775,24175
Johnson University Florida,NA,FL,NA,NA,total,out,22848,22582,22319,22319,20706,26707,26177,24775,24175
Johnson University Florida,NA,FL,NA,NA,tuition,in,14920,14270,14270,14270,12470,10472,10472,9070,8470
Kendall College,NA,IL,NA,NA,total,in,40213,40213,39109,44778,45396,45366,41369,37684,40584
Kendall College,NA,IL,NA,NA,total,out,40213,40213,39109,44778,45396,45366,41369,37684,40584
Kendall College,NA,IL,NA,NA,tuition,in,19828,19828,19459,25173,24396,24246,22910,19225,22125
Kenrick Glennon Seminary,NA,MO,NA,NA,total,in,37890,37000,35750,33597,31995,31168,30954,30117,29288
Kenrick Glennon Seminary,NA,MO,NA,NA,total,out,37890,37000,35750,33597,31995,31168,30954,30117,29288
Kenrick Glennon Seminary,NA,MO,NA,NA,tuition,in,21540,20750,20050,18737,17734,17247,17247,16887,16513
Kent State University at Kent,NA,OH,NA,NA,total,in,25514,25514,25532,25526,24926,24938,24120,23200,21920
Kent State University at Kent,NA,OH,NA,NA,total,out,34046,33878,33732,33486,32886,32898,32080,31160,29612
Kent State University at Kent,NA,OH,NA,NA,tuition,in,10012,10012,10012,10012,9816,9672,9346,9030,8726
King's College,NA,NC,NA,NA,total,in,26358,25776,25464,25480,25362,23500,25550,29715,29375
King's College,NA,NC,NA,NA,total,out,26358,25776,25464,25480,25362,23500,25550,29715,29375
King's College,NA,NC,NA,NA,tuition,in,14340,14320,14280,14280,14280,13700,13540,13260,12920
Lawson State Community College-Birmingham Campus,NA,AL,NA,NA,total,in,13800,13740,13680,13650,12630,12570,12480,11770,11200
Lawson State Community College-Birmingham Campus,NA,AL,NA,NA,total,out,17370,17250,17130,17070,15990,15870,15690,14470,13330
Lawson State Community College-Birmingham Campus,NA,AL,NA,NA,tuition,in,4440,4380,4320,4290,4230,4170,4080,3570,3000
Le Moyne-Owen College,NA,TN,NA,NA,total,in,19296,18980,18590,18540,18540,17482,17100,17100,17100
Le Moyne-Owen College,NA,TN,NA,NA,total,out,19296,18980,18590,18540,18540,17482,17100,17100,17100
Le Moyne-Owen College,NA,TN,NA,NA,tuition,in,11196,10880,10680,10680,10680,10680,10298,10298,10298
Lincoln College of New England-Southington,NA,CT,NA,NA,total,in,37510,37411,35083,34520,35020,30680,29483,32005,31345
Lincoln College of New England-Southington,NA,CT,NA,NA,total,out,37510,37411,35083,34520,35020,30680,29483,32005,31345
Lincoln College of New England-Southington,NA,CT,NA,NA,tuition,in,20050,20050,19950,19940,19840,19700,19050,18950,18290
Linfield College-McMinnville Campus,NA,OR,NA,NA,total,in,56712,54730,52814,49796,48182,45778,43466,41214,39384
Linfield College-McMinnville Campus,NA,OR,NA,NA,total,out,56712,54730,52814,49796,48182,45778,43466,41214,39384
Linfield College-McMinnville Campus,NA,OR,NA,NA,tuition,in,41682,40175,38754,37416,36310,34328,32416,30604,29054
Lock Haven University,NA,PA,NA,NA,total,in,26484,25587,24030,22639,21874,21020,19200,17782,17000
Lock Haven University,NA,PA,NA,NA,total,out,35964,34679,32700,31089,29998,28846,26738,24618,23436
Lock Haven University,NA,PA,NA,NA,tuition,in,10576,10229,9380,9276,8899,8564,8239,7540,7201
Louisiana State University and Agricultural & Mechanical College,NA,LA,NA,NA,total,in,29704,28934,25750,24150,23227,21707,19414,18344,17341
Louisiana State University and Agricultural & Mechanical College,NA,LA,NA,NA,total,out,46381,45611,42913,41867,41144,36983,32422,29129,26491
Louisiana State University and Agricultural & Mechanical College,NA,LA,NA,NA,tuition,in,11374,10814,9714,8750,7873,6989,6354,5764,5233
Louisiana State University-Alexandria,NA,LA,NA,NA,total,in,19171,19170,18176,17987,17013,16166,15290,14295,14040
Louisiana State University-Alexandria,NA,LA,NA,NA,total,out,26526,26436,25168,24846,21658,20948,18866,17407,16748
Louisiana State University-Alexandria,NA,LA,NA,NA,tuition,in,6669,6668,6158,6009,5337,4618,4402,3816,3562
Lynchburg College,NA,VA,NA,NA,total,in,50720,49860,47495,45925,44695,42585,41085,39725,37975
Lynchburg College,NA,VA,NA,NA,total,out,50720,49860,47495,45925,44695,42585,41085,39725,37975
Lynchburg College,NA,VA,NA,NA,tuition,in,37690,36620,35555,34545,33565,32005,30805,29905,28925
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NA,NY,NA,NA,total,in,16625,16625,16625,16625,16625,16625,16625,15550,15050
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NA,NY,NA,NA,total,out,16625,16625,16625,16625,16625,16625,16625,15550,15050
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,NA,NY,NA,NA,tuition,in,8600,8600,8600,8600,8600,8600,8600,7875,7875
Mesivta Torah Vodaath Rabbinical Seminary,NA,NY,NA,NA,total,in,19410,19210,18910,18910,18300,17800,16950,16450,15950
Mesivta Torah Vodaath Rabbinical Seminary,NA,NY,NA,NA,total,out,19410,19210,18910,18910,18300,17800,16950,16450,15950
Mesivta Torah Vodaath Rabbinical Seminary,NA,NY,NA,NA,tuition,in,11510,11310,11010,11010,10400,9900,9050,8550,8050
Mesivtha Tifereth Jerusalem of America,NA,NY,NA,NA,total,in,16250,15750,15250,14750,14500,14400,13900,13400,12900
Mesivtha Tifereth Jerusalem of America,NA,NY,NA,NA,total,out,16250,15750,15250,14750,14500,14400,13900,13400,12900
Mesivtha Tifereth Jerusalem of America,NA,NY,NA,NA,tuition,in,11250,10750,10250,9750,9500,9400,8900,8400,7900
Messenger College,NA,TX,NA,NA,total,in,22142,22142,21554,23554,17804,17578,20006,19570,19010
Messenger College,NA,TX,NA,NA,total,out,22142,22142,21554,23554,17804,17578,20006,19570,19010
Messenger College,NA,TX,NA,NA,tuition,in,9120,9120,8756,8756,8006,8410,8390,8290,7930
Miami University-Oxford,NA,OH,NA,NA,total,in,31811,30420,29413,29423,29701,30858,30536,29082,29003
Miami University-Oxford,NA,OH,NA,NA,total,out,51064,48239,46113,45527,45491,46422,45708,43872,43361
Miami University-Oxford,NA,OH,NA,NA,tuition,in,14958,14736,14287,14287,13800,13594,13153,12786,12312
Midwestern Baptist Theological Seminary,NA,MO,NA,NA,total,in,19311,16832,15773,12805,15679,15989,13110,14537,19410
Midwestern Baptist Theological Seminary,NA,MO,NA,NA,total,out,19311,16832,15773,12805,15679,15989,13110,14537,19410
Midwestern Baptist Theological Seminary,NA,MO,NA,NA,tuition,in,7810,6925,6340,5760,6320,6660,6370,6392,5910
Minnesota State University-Mankato,NA,MN,NA,NA,total,in,20226,19420,19106,18852,17562,17851,17088,16294,15601
Minnesota State University-Mankato,NA,MN,NA,NA,total,out,28278,27164,26850,26331,25041,25330,24210,23047,22033
Minnesota State University-Mankato,NA,MN,NA,NA,tuition,in,8164,7858,7836,7574,7557,7531,7148,6725,6429
Mirrer Yeshiva Cent Institute,NA,NY,NA,NA,total,in,18057,17361,16534,15165,13903,12755,11700,11700,11700
Mirrer Yeshiva Cent Institute,NA,NY,NA,NA,total,out,18057,17361,16534,15165,13903,12755,11700,11700,11700
Mirrer Yeshiva Cent Institute,NA,NY,NA,NA,tuition,in,7260,6980,6650,6100,5586,5125,4700,4700,4700
Missouri State University-Springfield,NA,MO,NA,NA,total,in,21062,20482,20296,19846,19251,19117,17820,17250,16628
Missouri State University-Springfield,NA,MO,NA,NA,total,out,28502,27532,27166,26506,25731,25463,23640,22830,21908
Missouri State University-Springfield,NA,MO,NA,NA,tuition,in,7306,7060,7060,7008,6908,6792,6598,6276,6276
Missouri State University-West Plains,NA,MO,NA,NA,total,in,14314,13603,13183,13135,17026,16598,16292,16017,14958
Missouri State University-West Plains,NA,MO,NA,NA,total,out,18034,17173,16753,16555,20446,19928,19502,19077,18018
Missouri State University-West Plains,NA,MO,NA,NA,tuition,in,4230,3880,3880,3720,4020,3624,3504,3394,3304
Montana State University-Billings,NA,MT,NA,NA,total,in,19583,19096,18658,17600,17835,17671,16640,16377,16207
Montana State University-Billings,NA,MT,NA,NA,total,out,32473,31486,30692,29286,29178,28686,27131,26405,25648
Montana State University-Billings,NA,MT,NA,NA,tuition,in,5833,5826,5808,5780,5745,5711,5470,5207,5207
Montana State University-Northern,NA,MT,NA,NA,total,in,16731,16071,16029,16078,17380,17880,17680,17680,17280
Montana State University-Northern,NA,MT,NA,NA,total,out,29041,28381,28108,27910,29212,30330,28550,26670,26270
Montana State University-Northern,NA,MT,NA,NA,tuition,in,5861,5371,5329,5480,5480,5480,5480,5480,5080
Morrisville State College,NA,NY,NA,NA,total,in,26818,26853,25640,24965,23352,24137,21750,19502,18920
Morrisville State College,NA,NY,NA,NA,total,out,36468,36903,35690,34615,32802,33387,25770,23632,22700
Morrisville State College,NA,NY,NA,NA,tuition,in,8249,8023,7970,7689,7412,8277,7520,6522,6530
Mount Angel Seminary,NA,OR,NA,NA,total,in,36622,35649,34698,33678,32784,31917,31075,30796,30252
Mount Angel Seminary,NA,OR,NA,NA,total,out,36622,35649,34698,33678,32784,31917,31075,30796,30252
Mount Angel Seminary,NA,OR,NA,NA,tuition,in,21404,20784,20176,19589,19018,18464,17927,17749,17402
Mount Saint Joseph University,NA,OH,NA,NA,total,in,40566,39544,38310,37560,35880,34760,33832,32750,31700
Mount Saint Joseph University,NA,OH,NA,NA,total,out,40566,39544,38310,37560,35880,34760,33832,32750,31700
